row_name,doc_id,new_cluster
271,3557,2
272,3589,2
273,3595,2
274,3596,2
275,3604,2
276,3614,2
277,3667,2
278,3681,2
279,3682,2
280,3693,4
281,3732,9
282,3762,2
283,3772,2
284,3784,9
285,3794,2
286,3809,2
287,3815,9
288,3818,2
289,3838,2
290,3846,2
291,3891,4
292,3908,2
293,3938,2
294,3944,2
295,3947,2
296,3985,2
297,3998,2
298,4011,2
299,4033,2
300,4034,2
301,4052,2
302,4054,9
303,4057,2
304,4112,9
305,4114,2
306,4118,2
307,4126,2
308,4137,4
309,4139,2
310,4143,2
311,4145,4
312,4153,2
313,4159,2
314,4165,2
315,4209,2
316,4216,9
317,4226,2
318,4237,9
319,4247,2
320,4251,2
321,4257,2
322,4261,2
323,4267,2
324,4270,9
325,4276,2
326,4280,2
327,4286,2
328,4295,2
329,4302,2
330,4309,9
331,4322,2
332,4358,2
333,4393,2
334,4401,2
335,4402,2
336,4412,2
337,4426,2
338,4437,9
339,4457,9
340,4465,2
341,4485,2
342,4487,9
343,4497,2
344,4500,2
345,4507,2
346,4509,2
347,4515,2
348,4521,2
349,4524,2
350,4535,2
351,4546,2
352,4554,2
353,4558,2
354,4562,2
355,4568,2
356,4574,2
357,4578,2
358,4583,2
359,4584,2
360,4594,2
361,4669,2
362,4699,2
363,4731,2
364,4746,2
365,4760,2
366,4776,2
367,4784,2
368,4790,2
369,4803,2
370,4815,2
371,4818,2
372,4848,2
373,4864,2
374,4875,2
375,4880,2
376,4893,2
377,4901,2
378,4932,2
379,4937,2
380,4949,2
381,4958,2
382,4972,2
383,4997,2
384,5010,2
385,5033,2
386,5034,2
387,5051,2
388,5063,2
389,5064,2
390,5073,2
391,5078,9
392,5083,9
393,5106,9
394,5110,2
395,5113,2
396,5121,4
397,5126,2
398,5138,2
399,5147,2
400,5151,2
401,5167,2
402,5175,2
403,5184,2
404,5231,2
405,5236,2
406,5239,2
407,5263,2
408,5290,2
409,5294,2
410,5295,2
411,5304,2
412,5310,2
413,5324,2
414,5330,2
415,5349,2
416,5350,2
417,5363,2
418,5370,2
419,5377,2
420,5383,2
421,5389,2
422,5397,2
423,5424,2
424,5435,9
425,5439,2
426,5463,2
427,5469,2
428,5491,4
429,5504,2
430,5521,9
431,5530,2
432,5540,2
433,5543,2
434,5568,2
435,5577,9
436,5581,2
437,5589,2
438,5643,2
439,5656,2
440,5695,2
441,5696,2
442,5703,2
443,5714,2
444,5719,2
445,5730,2
446,5738,2
447,5743,2
448,5758,2
449,5762,2
450,5769,2
451,5778,2
452,5784,2
453,5789,2
454,5815,2
455,5821,2
456,5841,2
457,5849,2
458,5870,2
459,5877,2
460,5897,2
461,5906,2
462,5909,2
463,5915,2
464,5922,2
465,5954,2
466,5961,2
467,5991,2
468,5995,2
469,5996,2
470,6002,2
471,6022,2
472,6030,2
473,6035,2
474,6061,2
475,6076,2
476,6080,2
477,6104,2
478,6105,2
479,6115,2
480,6124,2
481,6145,2
482,6146,2
483,6153,2
484,6165,2
485,6170,2
486,6182,4
487,6183,2
488,6198,4
489,6201,2
490,6343,4
491,6350,9
492,6360,2
493,6375,9
494,6380,2
495,6388,2
496,6392,9
497,6408,2
498,6417,2
499,6447,9
500,6463,2
501,6525,2
502,6526,2
503,6532,2
504,6562,9
505,6571,9
506,6580,2
507,6584,9
508,6587,2
509,6599,2
510,6644,2
511,6647,9
512,6664,9
513,6676,2
514,6680,4
515,6691,9
516,6710,4
517,6718,2
518,6722,9
519,6733,2
520,6746,2
521,6750,2
522,6760,2
523,6799,4
524,6816,2
525,6836,2
526,6856,2
527,6890,2
528,6893,4
529,6898,9
530,6904,2
531,6924,4
532,6929,2
533,6934,2
534,6948,2
535,6950,2
536,6975,2
537,7001,2
538,7004,2
539,7014,9
540,7028,2
541,7038,9
542,7043,9
543,7053,2
544,7069,2
545,7079,9
546,7094,4
547,7097,2
548,7107,2
549,7161,2
550,7173,2
551,7188,9
552,7194,9
553,7201,2
554,7207,2
555,7240,9
556,7246,2
557,7255,2
558,7260,2
559,7262,2
560,7271,2
561,7295,2
562,7308,9
563,7311,2
564,7315,2
565,7320,2
566,7324,2
567,7351,2
568,7363,9
569,7378,9
570,7420,2
571,7421,9
572,7446,9
573,7472,2
574,7478,2
575,7497,2
576,7500,2
577,7520,2
578,7522,9
579,7528,2
580,7545,2
581,7550,2
582,7585,9
583,7589,4
584,7591,2
585,7638,2
586,7641,9
587,7647,9
588,7658,9
589,7661,9
590,7684,2
591,7690,2
592,7700,2
593,7721,2
594,7752,2
595,7798,2
596,7807,2
597,7809,2
598,7814,9
599,7821,2
600,7852,9
601,7877,2
602,7888,4
603,7908,4
604,7916,2
605,7918,2
606,7955,2
607,7964,2
608,7966,9
609,7974,2
610,7976,2
611,7981,9
612,8002,1
613,8016,2
614,8030,1
615,8043,1
616,8056,2
617,8063,1
618,8087,1
619,8135,1
620,8181,1
621,8182,2
622,8192,1
623,8211,1
624,8216,1
625,8221,1
626,8264,1
627,8274,2
628,8275,1
629,8281,1
630,8292,1
631,8321,1
632,8329,2
633,8358,1
634,8359,1
635,8365,1
636,8373,2
637,8378,1
638,8392,1
639,8405,1
640,8412,1
641,8423,2
642,8426,1
643,8430,1
644,8460,1
645,8465,2
646,8504,1
647,8508,1
648,8526,1
649,8545,2
650,8550,2
651,8553,1
652,8589,1
653,8600,2
654,8619,1
655,8627,1
656,8637,1
657,8657,1
658,8667,2
659,8668,1
660,8685,1
661,8709,1
662,8720,2
663,8800,1
664,8823,1
665,8879,1
666,8887,2
667,8899,2
668,8908,1
669,8918,1
670,8947,1
671,8957,1
672,8961,1
673,8978,2
674,9030,1
675,9046,2
676,9049,1
677,9068,1
678,9093,1
679,9095,1
680,9105,1
681,9112,2
682,9115,1
683,9142,1
684,9152,1
685,9161,1
686,9164,2
687,9185,1
688,9200,2
689,9221,1
690,9237,1
691,9241,1
692,9251,1
693,9254,1
694,9255,1
695,9265,2
696,9273,1
697,9276,1
698,9282,1
699,9311,1
700,9330,1
701,9335,2
702,9350,2
703,9352,1
704,9353,1
705,9368,1
706,9369,1
707,9375,1
708,9378,1
709,9403,1
710,9408,2
711,9409,2
712,9426,1
713,9438,1
714,9441,1
715,9447,1
716,9475,1
717,9478,1
718,9509,2
719,9525,2
720,9539,2
721,9548,1
722,9562,1
723,9570,1
724,9571,1
725,9591,2
726,9598,2
727,9601,1
728,9607,1
729,9632,2
730,9643,2
731,9655,1
732,9671,1
733,9682,1
734,9718,1
735,9720,2
736,9723,1
737,9726,2
738,9736,2
739,9739,2
740,9740,1
741,9755,2
742,9788,1
743,9789,2
744,9796,1
745,9800,2
746,9818,9
747,9835,4
748,9846,1
749,9908,2
750,9947,1
751,9954,1
752,9971,9
753,9983,1
754,9991,1
755,10008,2
756,10014,2
757,10020,2
758,10023,1
759,10055,1
760,10084,1
761,10095,1
762,10105,1
763,10129,1
764,10133,1
765,10137,2
766,10142,1
767,10151,2
768,10160,1
769,10174,9
770,10183,9
771,10188,2
772,10192,9
773,10201,9
774,10205,2
775,10218,9
776,10225,2
777,10237,9
778,10244,2
779,10248,9
780,10254,2
781,10257,9
782,10277,2
783,10286,9
784,10295,9
785,10309,9
786,10310,9
787,10315,9
788,10350,9
789,10361,9
790,10369,9
791,10376,1
792,10382,9
793,10408,9
794,10436,9
795,10448,2
796,10450,9
797,10463,9
798,10470,9
799,10480,9
800,10517,9
801,10526,9
802,10549,9
803,10551,9
804,10564,2
805,10574,2
806,10580,9
807,10595,9
808,10624,2
809,10643,9
810,10656,2
811,10661,2
812,10678,9
813,10690,9
814,10697,2
815,10703,1
816,10710,2
817,10712,9
818,10735,1
819,10738,2
820,10757,4
821,10766,2
822,10785,2
823,10796,2
824,10802,9
825,10813,9
826,10815,9
827,10827,2
828,10829,1
829,10834,2
830,10848,2
831,10855,9
832,10869,4
833,10881,4
834,10887,4
835,10894,2
836,10903,4
837,10921,1
838,10936,2
839,10947,2
840,10950,4
841,10981,2
842,10986,9
843,11001,2
844,11007,2
845,11045,2
846,11048,2
847,11084,2
848,11112,2
849,11121,2
850,11132,9
851,11142,9
852,11148,9
853,11182,9
854,11192,9
855,11209,2
856,11225,2
857,11231,3
858,11249,2
859,11256,2
860,11269,4
861,11277,2
862,11337,4
863,11370,2
864,11382,9
865,11392,2
866,11406,2
867,11407,2
868,11415,1
869,11448,2
870,11452,2
871,11472,2
872,11495,2
873,11501,9
874,11543,4
875,11564,2
876,11568,2
877,11583,4
878,11592,2
879,11600,4
880,11612,2
881,11617,9
882,11620,2
883,11635,2
884,11640,2
885,11678,4
886,11689,4
887,11705,2
888,11711,2
889,11713,2
890,11722,2
891,11724,2
892,11733,2
893,11807,9
894,11808,2
895,11810,2
896,11811,9
897,11813,2
898,11826,2
899,11840,2
900,11846,2
901,11868,2
902,11918,2
903,11919,2
904,11929,2
905,11939,2
906,11941,2
907,11947,1
908,12001,2
909,12003,1
910,12004,9
911,12016,4
912,12025,2
913,12040,2
914,12072,2
915,12082,2
916,12096,2
917,12097,2
918,12108,2
919,12125,2
920,12132,9
921,12133,2
922,12147,2
923,12152,2
924,12158,9
925,12214,2
926,12215,9
927,12217,2
928,12227,2
929,12249,9
930,12259,9
931,12288,2
932,12294,2
933,12298,2
934,12299,2
935,12300,2
936,12352,2
937,12369,9
938,12377,2
939,12381,2
940,12386,9
941,12397,2
942,12420,9
943,12427,2
944,12453,2
945,12466,2
946,12473,2
947,12495,2
948,12504,2
949,12514,2
950,12515,9
951,12528,2
952,12529,2
953,12538,2
954,12554,2
955,12567,4
956,12568,2
957,12577,2
958,12583,2
959,12588,2
960,12591,2
961,12598,2
962,12603,2
963,12609,2
964,12617,2
965,12620,2
966,12623,2
967,12630,2
968,12633,2
969,12637,2
970,12643,2
971,12645,4
972,12666,1
973,12670,9
974,12681,2
975,12709,2
976,12711,9
977,12721,2
978,12735,2
979,12759,2
980,12791,2
981,12803,4
982,12806,2
983,12827,2
984,12850,9
985,12878,2
986,12888,2
987,12894,9
988,12905,2
989,12911,2
990,12912,2
991,12927,2
992,12985,2
993,12995,9
994,13007,9
995,13039,2
996,13045,2
997,13068,2
998,13086,4
999,13089,2
1000,13101,2
1001,13106,9
1002,13130,9
1003,13133,2
1004,13149,2
1005,13167,9
1006,13173,2
1007,13191,2
1008,13218,2
1009,13236,9
1010,13237,9
1011,13245,2
1012,13256,2
1013,13279,9
1014,13280,2
1015,13290,9
1016,13298,2
1017,13315,2
1018,13328,2
1019,13333,9
1020,13338,9
1021,13352,9
1022,13361,2
1023,13386,2
1024,13391,2
1025,13420,2
1026,13427,2
1027,13436,9
1028,13463,9
1029,13466,2
1030,13519,9
1031,13537,9
1032,13542,2
1033,13547,2
1034,13559,2
1035,13570,2
1036,13585,2
1037,13594,2
1038,13604,2
1039,13609,2
1040,13614,2
1041,13623,9
1042,13642,1
1043,13652,2
1044,13670,2
1045,13683,2
1046,13706,2
1047,13731,1
1048,13754,9
1049,13758,2
1050,13760,9
1051,13795,2
1052,13844,2
1053,13858,9
1054,13865,2
1055,13869,2
1056,13899,9
1057,13904,2
1058,13926,2
1059,13941,4
1060,13946,4
1061,13956,2
1062,13962,4
1063,13963,4
1064,13975,2
1065,13976,4
1066,13982,2
1067,14004,2
1068,14013,2
1069,14027,4
1070,14031,4
1071,14047,2
1072,14059,4
1073,14074,2
1074,14079,9
1075,14087,2
1076,14098,4
1077,14118,2
1078,14119,4
1079,14128,9
1080,14131,2
1081,14144,4
1082,14147,2
1083,14154,2
1084,14168,2
1085,14233,2
1086,14242,2
1087,14253,9
1088,14263,2
1089,14286,2
1090,14336,2
1091,14375,9
1092,14380,2
1093,14382,2
1094,14387,2
1095,14398,2
1096,14401,4
1097,14413,2
1098,14446,2
1099,14453,2
1100,14454,1
1101,14466,2
1102,14516,2
1103,14519,2
1104,14523,4
1105,14528,2
1106,14538,2
1107,14586,9
1108,14596,9
1109,14599,9
1110,14615,2
1111,14629,9
1112,14656,2
1113,14663,2
1114,14676,4
1115,14689,2
1116,14703,2
1117,14710,4
1118,14722,4
1119,14727,2
1120,14746,9
1121,14749,2
1122,14750,2
1123,14757,4
1124,14766,2
1125,14769,2
1126,14773,2
1127,14776,2
1128,14819,2
1129,14826,9
1130,14829,2
1131,14834,9
1132,14840,2
1133,14841,4
1134,14858,9
1135,14865,2
1136,14868,9
1137,14891,4
1138,14902,2
1139,14913,2
1140,14914,9
1141,14927,2
1142,14937,4
1143,14951,4
1144,14964,2
1145,14990,2
1146,14992,4
1147,15007,2
1148,15018,2
1149,15026,2
1150,15083,4
1151,15106,2
1152,15130,4
1153,15134,9
1154,15140,2
1155,15144,2
1156,15166,2
1157,15192,9
1158,15206,9
1159,15217,2
1160,15226,2
1161,15233,4
1162,15246,9
1163,15255,4
1164,15273,2
1165,15296,2
1166,15313,4
1167,15346,2
1168,15368,9
1169,15374,2
1170,15385,2
1171,15390,2
1172,15414,4
1173,15434,4
1174,15441,2
1175,15467,2
1176,15473,2
1177,15484,9
1178,15496,4
1179,15508,2
1180,15510,2
1181,15528,4
1182,15530,1
1183,15542,2
1184,15555,2
1185,15569,9
1186,15577,2
1187,15645,2
1188,15669,2
1189,15681,2
1190,15693,4
1191,15718,4
1192,15741,9
1193,15758,2
1194,15764,4
1195,15787,9
1196,15802,2
1197,15816,2
1198,15826,2
1199,15853,4
1200,15863,2
1201,15870,4
1202,15880,2
1203,15894,2
1204,15910,4
1205,15923,2
1206,15953,2
1207,15965,2
1208,15975,2
1209,15985,9
1210,15993,4
1211,16057,9
1212,16074,4
1213,16077,2
1214,16118,2
1215,16176,2
1216,16182,4
1217,16211,2
1218,16223,2
1219,16224,2
1220,16230,5
1221,16245,2
1222,16254,2
1223,16273,2
1224,16289,4
1225,16293,4
1226,16308,4
1227,16314,4
1228,16317,2
1229,16327,2
1230,16330,4
1231,16332,2
1232,16340,2
1233,16342,2
1234,16355,2
1235,16363,2
1236,16369,2
1237,16371,2
1238,16381,4
1239,16441,9
1240,16451,4
1241,16467,2
1242,16473,4
1243,16482,9
1244,16492,2
1245,16503,2
1246,16511,4
1247,16520,2
1248,16530,2
1249,16548,2
1250,16556,2
1251,16566,2
1252,16582,2
1253,16592,2
1254,16604,9
1255,16609,4
1256,16613,2
1257,16617,9
1258,16624,2
1259,16636,9
1260,16647,2
1261,16648,2
1262,16654,9
1263,16667,4
1264,16679,4
1265,16689,2
1266,16697,2
1267,16729,2
1268,16743,2
1269,16752,2
1270,16765,2
1271,16787,2
1272,16789,9
1273,16794,2
1274,16800,2
1275,16814,2
1276,16815,2
1277,16817,4
1278,16824,4
1279,16827,2
1280,16838,2
1281,16844,4
1282,16854,2
1283,16859,2
1284,16871,2
1285,16877,2
1286,16898,9
1287,16900,2
1288,16909,2
1289,16914,2
1290,16923,2
1291,16933,1
1292,16946,2
1293,16959,2
1294,16969,4
1295,16973,2
1296,16983,2
1297,16989,2
1298,17001,4
1299,17009,2
1300,17018,2
1301,17024,2
1302,17032,2
1303,17049,2
1304,17052,2
1305,17070,2
1306,17088,2
1307,17104,2
1308,17113,2
1309,17124,1
1310,17154,2
1311,17158,9
1312,17169,9
1313,17193,2
1314,17196,9
1315,17202,2
1316,17217,2
1317,17228,2
1318,17244,4
1319,17267,2
1320,17288,2
1321,17290,2
1322,17300,2
1323,17304,2
1324,17317,2
1325,17325,2
1326,17333,2
1327,17351,2
1328,17356,2
1329,17366,2
1330,17373,4
1331,17399,4
1332,17407,2
1333,17410,9
1334,17429,1
1335,17468,2
1336,17472,2
1337,17485,2
1338,17519,2
1339,17545,2
1340,17546,2
1341,17551,2
1342,17559,2
1343,17565,2
1344,17568,2
1345,17581,2
1346,17598,4
1347,17620,2
1348,17651,2
1349,17659,2
1350,17765,9
1351,17768,2
1352,17779,2
1353,17792,2
1354,17820,4
1355,17823,2
1356,17832,9
1357,17841,4
1358,17848,2
1359,17852,2
1360,17863,4
1361,17883,2
1362,17901,2
1363,17908,2
1364,17945,4
1365,17954,2
1366,17964,9
1367,18003,2
1368,18013,2
1369,18074,2
1370,18110,2
1371,18113,2
1372,18118,4
1373,18138,2
1374,18147,2
1375,18163,2
1376,18173,2
1377,18174,2
1378,18181,2
1379,18185,2
1380,18195,9
1381,18204,9
1382,18220,4
1383,18273,1
1384,18288,2
1385,18293,2
1386,18296,2
1387,18304,2
1388,18311,9
1389,18312,9
1390,18315,9
1391,18328,9
1392,18331,2
1393,18378,2
1394,18393,2
1395,18419,9
1396,18428,2
1397,18435,9
1398,18439,2
1399,18443,4
1400,18451,2
1401,18493,4
1402,18502,4
1403,18512,4
1404,18513,9
1405,18521,2
1406,18526,4
1407,18537,2
1408,18549,2
1409,18582,4
1410,18583,2
1411,18606,4
1412,18615,2
1413,18626,2
1414,18639,4
1415,18641,2
1416,18646,4
1417,18649,2
1418,18662,4
1419,18681,2
1420,18691,2
1421,18704,4
1422,18707,4
1423,18710,4
1424,18759,2
1425,18779,9
1426,18790,2
1427,18798,4
1428,18799,2
1429,18802,4
1430,18822,2
1431,18837,2
1432,18843,4
1433,18846,2
1434,18850,2
1435,18867,4
1436,18870,2
1437,18889,9
1438,18890,4
1439,18928,2
1440,18931,2
1441,18939,2
1442,18940,2
1443,18948,2
1444,18951,2
1445,18959,9
1446,19002,2
1447,19013,2
1448,19016,4
1449,19027,2
1450,19032,9
1451,19039,2
1452,19042,2
1453,19052,2
1454,19055,2
1455,19082,2
1456,19085,2
1457,19095,2
1458,19100,2
1459,19105,2
1460,19112,2
1461,19120,4
1462,19135,4
1463,19143,2
1464,19153,2
1465,19165,2
1466,19195,2
1467,19202,2
1468,19218,2
1469,19230,2
1470,19231,2
1471,19241,2
1472,19252,2
1473,19262,2
1474,19276,2
1475,19286,2
1476,19289,2
1477,19326,9
1478,19359,9
1479,19380,2
1480,19384,2
1481,19413,2
1482,19430,9
1483,19463,2
1484,19466,2
1485,19474,2
1486,19479,4
1487,19610,2
1488,19654,2
1489,19697,4
1490,19719,4
1491,19740,4
1492,19758,4
1493,19762,2
1494,19771,4
1495,19772,4
1496,19775,4
1497,19790,2
1498,19830,4
1499,19842,4
1500,19938,4
1501,19964,4
1502,19982,4
1503,20034,4
1504,20063,9
1505,20083,2
1506,20102,4
1507,20121,4
1508,20133,2
1509,20275,4
1510,20285,4
1511,20309,4
1512,20317,4
1513,20325,2
1514,20329,2
1515,20345,4
1516,20390,2
1517,20416,2
1518,20423,4
1519,20459,4
1520,20495,2
1521,20507,4
1522,20517,2
1523,20582,2
1524,20613,2
1525,20643,2
1526,20651,2
1527,20693,2
1528,20706,2
1529,20719,2
1530,20743,2
1531,20751,9
1532,20766,2
1533,20779,4
1534,20784,2
1535,20815,2
1536,20818,9
1537,20830,2
1538,20834,4
1539,20839,4
1540,20862,4
1541,20875,2
1542,20885,2
1543,20892,4
1544,20906,4
1545,20911,2
1546,20949,2
1547,20952,4
1548,20970,9
1549,20980,2
1550,20998,2
1551,21003,2
1552,21009,2
1553,21020,2
1554,21027,2
1555,21032,4
1556,21048,2
1557,21071,2
1558,21096,4
1559,21125,9
1560,21139,2
1561,21160,9
1562,21195,9
1563,21225,9
1564,21245,2
1565,21254,9
1566,21262,2
1567,21297,2
1568,21319,2
1569,21320,2
1570,21348,9
1571,21380,2
1572,21390,2
1573,21411,1
1574,21433,2
1575,21439,2
1576,21608,2
1577,21621,2
1578,21628,2
1579,21638,2
1580,21666,2
1581,21675,9
1582,21677,2
1583,21684,2
1584,21689,9
1585,21690,2
1586,21699,2
1587,21700,2
1588,21724,2
1589,21733,2
1590,21734,2
1591,21742,2
1592,21753,9
1593,21765,2
1594,21835,2
1595,21842,2
1596,21853,2
1597,21858,2
1598,21860,2
1599,21863,2
1600,21882,2
1601,21883,2
1602,21895,2
1603,21910,2
1604,21911,2
1605,21920,2
1606,21931,2
1607,21936,9
1608,21941,2
1609,21944,2
1610,21967,2
1611,21986,4
1612,21994,2
1613,21997,2
1614,22007,2
1615,22017,2
1616,22020,2
1617,22025,4
1618,22031,4
1619,22059,2
1620,22061,2
1621,22079,2
1622,22081,2
1623,22085,2
1624,22095,2
1625,22106,9
1626,22112,2
1627,22171,2
1628,22187,9
1629,22192,9
1630,22235,1
1631,22237,4
1632,22245,4
1633,22253,2
1634,22263,2
1635,22279,2
1636,22288,9
1637,22297,2
1638,22298,2
1639,22301,2
1640,22343,2
1641,22347,2
1642,22389,2
1643,22395,2
1644,22398,9
1645,22428,2
1646,22444,2
1647,22454,2
1648,22464,2
1649,22472,2
1650,22503,2
1651,22518,2
1652,22527,2
1653,22542,2
1654,22545,4
1655,22549,2
1656,22554,2
1657,22557,4
1658,22567,9
1659,22568,9
1660,22604,2
1661,22605,2
1662,22611,2
1663,22614,2
1664,22645,2
1665,22646,9
1666,22671,4
1667,22676,2
1668,22748,2
1669,22756,4
1670,22762,9
1671,22769,2
1672,22774,9
1673,22779,9
1674,22780,9
1675,22790,2
1676,22843,9
1677,22862,9
1678,22863,2
1679,22865,2
1680,22871,9
1681,22876,2
1682,22877,9
1683,22893,2
1684,22896,2
1685,22899,2
1686,22956,9
1687,22971,2
1688,22974,4
1689,22988,9
1690,22997,4
1691,23031,9
1692,23071,2
1693,23072,9
1694,23105,2
1695,23116,2
1696,23122,2
1697,23125,4
1698,23142,2
1699,23154,2
1700,23155,2
1701,23222,2
1702,23233,2
1703,23263,2
1704,23278,2
1705,23283,2
1706,23302,4
1707,23305,9
1708,23310,2
1709,23343,2
1710,23370,9
1711,23375,9
1712,23387,9
1713,23403,9
1714,23468,2
1715,23475,2
1716,23510,2
1717,23512,2
1718,23515,2
1719,23520,9
1720,23522,2
1721,23562,9
1722,23581,2
1723,23582,9
1724,23613,2
1725,23639,9
1726,23640,9
1727,23660,2
1728,23661,2
1729,23694,2
1730,23714,1
1731,23719,2
1732,23726,2
1733,23741,2
1734,23784,9
1735,23792,2
1736,23821,2
1737,23824,9
1738,23828,9
1739,23869,2
1740,23881,2
1741,23902,2
1742,23914,2
1743,23918,9
1744,23932,2
1745,23943,2
1746,23947,2
1747,23951,2
1748,23962,2
1749,23965,2
1750,23969,9
1751,23992,9
1752,24010,2
1753,24027,2
1754,24036,9
1755,24037,2
1756,24062,9
1757,24066,2
1758,24067,2
1759,24089,2
1760,24091,9
1761,24108,9
1762,24111,2
1763,24119,2
1764,24145,2
1765,24161,9
1766,24236,2
1767,24239,1
1768,24244,2
1769,24245,1
1770,24255,2
1771,24258,2
1772,24269,9
1773,24274,2
1774,24312,2
1775,24335,1
1776,24351,2
1777,24359,2
1778,24384,2
1779,24393,9
1780,24394,2
1781,24404,2
1782,24407,2
1783,24426,2
1784,24427,2
1785,24432,9
1786,24436,2
1787,24439,9
1788,24443,2
1789,24446,2
1790,24470,2
1791,24480,2
1792,24493,9
1793,24494,2
1794,24497,9
1795,24498,2
1796,24507,2
1797,24517,2
1798,24520,2
1799,24530,2
1800,24540,2
1801,24543,2
1802,24550,2
1803,24555,9
1804,24573,2
1805,24574,2
1806,24577,2
1807,24585,2
1808,24607,9
1809,24610,2
1810,24620,2
1811,24630,9
1812,24640,2
1813,24643,2
1814,24650,2
1815,24659,2
1816,24660,9
1817,24679,2
1818,24707,2
1819,24718,9
1820,24738,2
1821,24788,2
1822,24789,2
1823,24800,2
1824,24808,2
1825,24839,9
1826,24840,2
1827,24845,4
1828,24891,2
1829,24907,9
1830,24916,2
1831,24925,9
1832,25004,2
1833,25019,2
1834,25026,2
1835,25036,4
1836,25040,9
1837,25050,2
1838,25065,2
1839,25077,2
1840,25080,2
1841,25091,2
1842,25101,2
1843,25117,1
1844,25179,2
1845,25240,2
1846,25244,2
1847,25250,4
1848,25258,9
1849,25259,2
1850,25263,2
1851,25267,2
1852,25303,9
1853,25314,2
1854,25322,4
1855,25329,2
1856,25334,2
1857,25337,9
1858,25342,2
1859,25349,2
1860,25350,9
1861,25353,2
1862,25366,4
1863,25375,2
1864,25376,2
1865,25412,2
1866,25421,2
1867,25438,2
1868,25456,2
1869,25472,2
1870,25490,2
1871,25501,2
1872,25567,2
1873,25570,2
1874,25575,2
1875,25587,3
1876,25594,2
1877,25599,2
1878,25600,9
1879,25603,2
1880,25609,2
1881,25631,4
1882,25634,4
